,NormMSE,Pearson,Spearman,n_pred,seed,split
HARS+ctrl,0.109667055,0.9833558769896626,0.9649122807017543,700,5,1
ATP5B+ctrl,0.09656953,0.9725708896294236,0.9666666666666668,700,5,1
DERL2+ctrl,0.014272581,0.9880371347599066,0.9964912280701754,700,5,1
TELO2+ctrl,0.2181457,0.7983282988961946,1.0,700,5,1
MRPL39+ctrl,0.1760561,0.9049894909840077,0.9421052631578948,700,5,1
MANF+ctrl,0.040783547,0.9850740014808252,0.9947368421052631,700,5,1
TARS+ctrl,0.36530516,0.8207323690876365,0.9719298245614034,700,5,1
TTI1+ctrl,0.21115537,0.9481681177858263,0.9649122807017543,700,5,1
SRP72+ctrl,0.01534937,0.9948118527245242,0.9982456140350877,700,5,1
SCYL1+ctrl,0.40653452,0.8767117606475949,0.9421052631578948,700,5,1
HYOU1+ctrl,0.09380349,0.9470557989552617,0.9947368421052631,700,5,1
TMED10+ctrl,0.022616707,0.9936566916294396,0.9982456140350877,700,5,1
CCND3+ctrl,0.38874334,0.9026964853983372,0.9578947368421052,700,5,1
COPB1+ctrl,0.037584335,0.9884677659720182,0.9954887218045112,700,5,1
CARS+ctrl,0.18669482,0.9896022006869316,0.856140350877193,700,5,1
SPCS2+ctrl,0.051797356,0.9842138105723279,1.0,700,5,1
BHLHE40+ctrl,0.92620826,0.21483256295323372,0.9508771929824561,700,6,1
HARS+ctrl,0.11012301,0.9829095266759396,0.9578947368421052,700,6,1
ATP5B+ctrl,0.09743797,0.9733966710045934,0.9666666666666668,700,6,1
DERL2+ctrl,0.014675439,0.9878316660142445,0.9964912280701754,700,6,1
TELO2+ctrl,0.21653964,0.7980594140281028,1.0,700,6,1
MRPL39+ctrl,0.17829406,0.9042447058309335,0.9368421052631579,700,6,1
MANF+ctrl,0.040356584,0.9849290603306144,0.9947368421052631,700,6,1
TARS+ctrl,0.36191195,0.8212447529658675,0.9719298245614034,700,6,1
TTI1+ctrl,0.2132495,0.9481078926473856,0.9649122807017543,700,6,1
SRP72+ctrl,0.014698363,0.9949215363012627,0.9982456140350877,700,6,1
SCYL1+ctrl,0.40868792,0.8783238418400288,0.9403508771929823,700,6,1
HYOU1+ctrl,0.093790986,0.9475499899417628,0.9947368421052631,700,6,1
TMED10+ctrl,0.021832485,0.9938075973186642,0.9982456140350877,700,6,1
CCND3+ctrl,0.3938356,0.901671692263335,0.9578947368421052,700,6,1
COPB1+ctrl,0.039751716,0.9879841711372137,0.9954887218045112,700,6,1
CARS+ctrl,0.1865426,0.9902193043380976,0.856140350877193,700,6,1
SPCS2+ctrl,0.052813895,0.9838749273512803,1.0,700,6,1
BHLHE40+ctrl,0.92105347,0.23658565944060683,0.9508771929824561,700,7,1
HARS+ctrl,0.10929638,0.9826519386842847,0.9578947368421052,700,7,1
ATP5B+ctrl,0.099407576,0.9725621351972222,0.9666666666666668,700,7,1
DERL2+ctrl,0.015847351,0.9872316795854204,0.9964912280701754,700,7,1
TELO2+ctrl,0.22037373,0.796651481855406,1.0,700,7,1
MRPL39+ctrl,0.1830418,0.9012238591967616,0.9350877192982456,700,7,1
MANF+ctrl,0.042568747,0.984967166907154,0.9947368421052631,700,7,1
TARS+ctrl,0.364612,0.8206179114058614,0.9719298245614034,700,7,1
TTI1+ctrl,0.21661544,0.9466556978877634,0.9649122807017543,700,7,1
SRP72+ctrl,0.015966395,0.9949762769392692,0.9982456140350877,700,7,1
SCYL1+ctrl,0.41961926,0.8719854773953557,0.9403508771929823,700,7,1
HYOU1+ctrl,0.09542135,0.9462532733159605,0.9947368421052631,700,7,1
TMED10+ctrl,0.023959791,0.9936019519809633,0.9982456140350877,700,7,1
CCND3+ctrl,0.40191647,0.8983842432498932,0.9578947368421052,700,7,1
COPB1+ctrl,0.040335547,0.9880208517424762,0.9954887218045112,700,7,1
CARS+ctrl,0.18467566,0.9905672902241349,0.856140350877193,700,7,1
SPCS2+ctrl,0.050533462,0.983879044339119,1.0,700,7,1
BHLHE40+ctrl,0.93240666,0.18829654293949716,0.9508771929824561,700,8,1
HARS+ctrl,0.10897935,0.9829653361812234,0.9649122807017543,700,8,1
ATP5B+ctrl,0.09598314,0.9736157404258847,0.9666666666666668,700,8,1
DERL2+ctrl,0.013947706,0.9881772689677746,0.9964912280701754,700,8,1
TELO2+ctrl,0.21849239,0.7943026759858185,1.0,700,8,1
MRPL39+ctrl,0.1734403,0.9072008009534329,0.9368421052631579,700,8,1
MANF+ctrl,0.03904567,0.9851792260305956,0.9947368421052631,700,8,1
TARS+ctrl,0.3638299,0.8201640322804451,0.9719298245614034,700,8,1
TTI1+ctrl,0.21097755,0.9481448787264526,0.9649122807017543,700,8,1
SRP72+ctrl,0.014187385,0.9947976592520718,0.9982456140350877,700,8,1
SCYL1+ctrl,0.4026855,0.8796489266678691,0.9421052631578948,700,8,1
HYOU1+ctrl,0.09425456,0.9473785569134634,0.9964912280701754,700,8,1
TMED10+ctrl,0.020000154,0.9944105088070501,0.9982456140350877,700,8,1
CCND3+ctrl,0.38823223,0.9069213070906699,0.9578947368421052,700,8,1
COPB1+ctrl,0.03734588,0.9886677297763526,0.9954887218045112,700,8,1
CARS+ctrl,0.18454657,0.9901132332161069,0.856140350877193,700,8,1
SPCS2+ctrl,0.053934097,0.9830517828049778,1.0,700,8,1
BHLHE40+ctrl,0.9305911,0.1947692366084084,0.9526315789473684,700,9,1
HARS+ctrl,0.10894105,0.9830410229042172,0.9649122807017543,700,9,1
ATP5B+ctrl,0.0982792,0.9729894455522299,0.9666666666666668,700,9,1
DERL2+ctrl,0.014245695,0.9880547070451939,0.9964912280701754,700,9,1
TELO2+ctrl,0.2164643,0.795320965224164,0.9982456140350877,700,9,1
MRPL39+ctrl,0.17763032,0.9050855467503425,0.9368421052631579,700,9,1
MANF+ctrl,0.03909991,0.9849511784268543,0.9947368421052631,700,9,1
TARS+ctrl,0.35982388,0.821627096273005,0.9719298245614034,700,9,1
TTI1+ctrl,0.21254502,0.9477607517037541,0.9649122807017543,700,9,1
SRP72+ctrl,0.01345433,0.9949547210999299,0.9982456140350877,700,9,1
SCYL1+ctrl,0.40857312,0.87940420396626,0.9403508771929823,700,9,1
HYOU1+ctrl,0.09515411,0.9476191007997841,0.9947368421052631,700,9,1
TMED10+ctrl,0.020606514,0.9937983902054839,0.9982456140350877,700,9,1
CCND3+ctrl,0.39298373,0.9029940739274025,0.9578947368421052,700,9,1
COPB1+ctrl,0.03984442,0.9880228936672211,0.9954887218045112,700,9,1
CARS+ctrl,0.18441136,0.9903673036023974,0.856140350877193,700,9,1
SPCS2+ctrl,0.055974912,0.9834606904914835,1.0,700,9,1
BHLHE40+ctrl,0.92905784,0.20555042382329702,0.9508771929824561,700,10,1
HARS+ctrl,0.110070065,0.9832776887342334,0.9578947368421052,700,10,1
ATP5B+ctrl,0.094954275,0.9731341954320669,0.9666666666666668,700,10,1
DERL2+ctrl,0.014893441,0.9875539588751963,0.9964912280701754,700,10,1
TELO2+ctrl,0.22117569,0.7954753888061532,1.0,700,10,1
MRPL39+ctrl,0.17561218,0.9051829011004884,0.9403508771929823,700,10,1
MANF+ctrl,0.040244777,0.9851836716989055,0.9947368421052631,700,10,1
TARS+ctrl,0.36213833,0.8231045147404075,0.9719298245614034,700,10,1
TTI1+ctrl,0.21046786,0.949785569217056,0.9649122807017543,700,10,1
SRP72+ctrl,0.0152382925,0.9951320877007674,0.9982456140350877,700,10,1
SCYL1+ctrl,0.3980031,0.8828341513872147,0.9385964912280702,700,10,1
HYOU1+ctrl,0.091127515,0.9483747546037193,0.9964912280701754,700,10,1
TMED10+ctrl,0.021925332,0.9940348959062248,0.9982456140350877,700,10,1
CCND3+ctrl,0.3860004,0.9029201506637037,0.9578947368421052,700,10,1
COPB1+ctrl,0.03932452,0.9878519517369568,0.9954887218045112,700,10,1
CARS+ctrl,0.19025378,0.9895641757175326,0.856140350877193,700,10,1
SPCS2+ctrl,0.049853917,0.9845170862881787,1.0,700,10,1
BHLHE40+ctrl,0.9296742,0.19993914605583996,0.9526315789473684,800,1,1
HARS+ctrl,0.108017206,0.9828854203224182,0.9649122807017543,800,1,1
ATP5B+ctrl,0.096813545,0.9729602467268705,0.9666666666666668,800,1,1
DERL2+ctrl,0.014375532,0.9877783648385048,0.9964912280701754,800,1,1
TELO2+ctrl,0.21915981,0.7942706410403844,0.9982456140350877,800,1,1
MRPL39+ctrl,0.1751893,0.9059986881911755,0.9368421052631579,800,1,1
MANF+ctrl,0.0398005,0.9851577970548533,0.9947368421052631,800,1,1
TARS+ctrl,0.36397773,0.8206013413146138,0.9719298245614034,800,1,1
TTI1+ctrl,0.21258536,0.9470381787978113,0.9649122807017543,800,1,1
SRP72+ctrl,0.014622395,0.9947921276907437,0.9982456140350877,800,1,1
SCYL1+ctrl,0.40452132,0.8788098758086562,0.943859649122807,800,1,1
HYOU1+ctrl,0.09472914,0.9468204647128005,0.9947368421052631,800,1,1
TMED10+ctrl,0.021038067,0.994109622144606,0.9982456140350877,800,1,1
CCND3+ctrl,0.39145914,0.9041780023835599,0.9578947368421052,800,1,1
COPB1+ctrl,0.03760084,0.9885809784755111,0.9954887218045112,800,1,1
CARS+ctrl,0.18288521,0.9902424085885286,0.856140350877193,800,1,1
SPCS2+ctrl,0.05409406,0.9832327346302918,1.0,800,1,1
BHLHE40+ctrl,0.9312191,0.19289496168494225,0.9526315789473684,800,2,1
HARS+ctrl,0.11054157,0.9834686806425452,0.9649122807017543,800,2,1
ATP5B+ctrl,0.098793745,0.9739108774811029,0.9666666666666668,800,2,1
DERL2+ctrl,0.013897469,0.9884518535418465,0.9964912280701754,800,2,1
TELO2+ctrl,0.21509849,0.7973618214291491,0.9982456140350877,800,2,1
MRPL39+ctrl,0.17631589,0.9059918694256339,0.9350877192982456,800,2,1
MANF+ctrl,0.039541975,0.9847372359363362,0.9947368421052631,800,2,1
TARS+ctrl,0.35749936,0.8219627067446709,0.9719298245614034,800,2,1
TTI1+ctrl,0.21206146,0.9494310312438756,0.9649122807017543,800,2,1
SRP72+ctrl,0.014180952,0.994713769381633,0.9982456140350877,800,2,1
SCYL1+ctrl,0.41224092,0.8779858751222491,0.9403508771929823,800,2,1
HYOU1+ctrl,0.09456154,0.9475146515469532,0.9947368421052631,800,2,1
TMED10+ctrl,0.020949768,0.9937648100021761,0.9982456140350877,800,2,1
CCND3+ctrl,0.38874772,0.9052384567912668,0.9578947368421052,800,2,1
COPB1+ctrl,0.041352198,0.9878296721726656,0.9954887218045112,800,2,1
CARS+ctrl,0.1876346,0.9901942070573568,0.856140350877193,800,2,1
SPCS2+ctrl,0.055131666,0.9839295363490237,1.0,800,2,1
BHLHE40+ctrl,0.93213356,0.1895203033927828,0.9508771929824561,800,3,1
HARS+ctrl,0.110568896,0.9836033349856734,0.9578947368421052,800,3,1
ATP5B+ctrl,0.09824841,0.9737008465453982,0.9666666666666668,800,3,1
DERL2+ctrl,0.014244145,0.9881694401483401,0.9964912280701754,800,3,1
TELO2+ctrl,0.21438499,0.7988935052999295,1.0,800,3,1
MRPL39+ctrl,0.17734872,0.905213107180316,0.9368421052631579,800,3,1
MANF+ctrl,0.039508503,0.9849796472117305,0.9947368421052631,800,3,1
TARS+ctrl,0.35756102,0.8226746059954166,0.9719298245614034,800,3,1
TTI1+ctrl,0.21135767,0.9498512833379209,0.9649122807017543,800,3,1
SRP72+ctrl,0.014084276,0.9949917013582308,0.9982456140350877,800,3,1
SCYL1+ctrl,0.41021386,0.8793333312496543,0.9403508771929823,800,3,1
HYOU1+ctrl,0.092999294,0.9484004704863764,0.9947368421052631,800,3,1
TMED10+ctrl,0.021268781,0.9936703206622042,0.9982456140350877,800,3,1
CCND3+ctrl,0.3876993,0.9041843332815915,0.9578947368421052,800,3,1
COPB1+ctrl,0.04182612,0.9875955232419074,0.9954887218045112,800,3,1
CARS+ctrl,0.18956092,0.9900378631427884,0.856140350877193,800,3,1
SPCS2+ctrl,0.053741265,0.9845446462168184,1.0,800,3,1
BHLHE40+ctrl,0.9310605,0.1939625097438693,0.9508771929824561,800,4,1
HARS+ctrl,0.108015805,0.9830046892166138,0.9649122807017543,800,4,1
ATP5B+ctrl,0.0972373,0.9731726059690118,0.9666666666666668,800,4,1
DERL2+ctrl,0.014424007,0.9878734526810149,0.9964912280701754,800,4,1
TELO2+ctrl,0.22005899,0.7932769298904532,1.0,800,4,1
MRPL39+ctrl,0.17577286,0.9055956261290703,0.9350877192982456,800,4,1
MANF+ctrl,0.039725624,0.985239215544425,0.9947368421052631,800,4,1
TARS+ctrl,0.36423835,0.8205065568909049,0.9719298245614034,800,4,1
TTI1+ctrl,0.21282902,0.9474768277723342,0.9649122807017543,800,4,1
SRP72+ctrl,0.014609315,0.9948619410279207,0.9982456140350877,800,4,1
SCYL1+ctrl,0.40657276,0.8782235868275166,0.943859649122807,800,4,1
HYOU1+ctrl,0.094157904,0.9474674706289079,0.9947368421052631,800,4,1
TMED10+ctrl,0.02082796,0.9943816871382296,0.9982456140350877,800,4,1
CCND3+ctrl,0.39069363,0.9063098712358624,0.9578947368421052,800,4,1
COPB1+ctrl,0.038034808,0.9886641753837466,0.9954887218045112,800,4,1
CARS+ctrl,0.18382113,0.9902590895071626,0.856140350877193,800,4,1
SPCS2+ctrl,0.053555485,0.9832667096488876,1.0,800,4,1
BHLHE40+ctrl,0.9250035,0.22071340726688504,0.9508771929824561,800,5,1
HARS+ctrl,0.10978776,0.983384414575994,0.9649122807017543,800,5,1
ATP5B+ctrl,0.09702992,0.9725286215543747,0.9666666666666668,800,5,1
DERL2+ctrl,0.014318261,0.9880480627407451,0.9964912280701754,800,5,1
TELO2+ctrl,0.21860401,0.7977285845709048,1.0,800,5,1
MRPL39+ctrl,0.17617373,0.9049148296471685,0.9368421052631579,800,5,1
MANF+ctrl,0.04082925,0.9850360646378249,0.9947368421052631,800,5,1
TARS+ctrl,0.36493057,0.8208555057644844,0.9719298245614034,800,5,1
TTI1+ctrl,0.21127886,0.9484235446434468,0.9649122807017543,800,5,1
SRP72+ctrl,0.0153204,0.9948555471200962,0.9982456140350877,800,5,1
SCYL1+ctrl,0.40616024,0.8774204002693295,0.9385964912280702,800,5,1
HYOU1+ctrl,0.093374625,0.9474287855409784,0.9947368421052631,800,5,1
TMED10+ctrl,0.02245088,0.9937867781263776,0.9982456140350877,800,5,1
CCND3+ctrl,0.3888969,0.9028176793362945,0.9578947368421052,800,5,1
COPB1+ctrl,0.037877217,0.988455880433321,0.9954887218045112,800,5,1
CARS+ctrl,0.18730935,0.9896029401570559,0.856140350877193,800,5,1
SPCS2+ctrl,0.051685214,0.9842413985097664,1.0,800,5,1
BHLHE40+ctrl,0.9248796,0.22120534419082105,0.9508771929824561,800,6,1
HARS+ctrl,0.11074231,0.9830277562141418,0.9578947368421052,800,6,1
ATP5B+ctrl,0.097349614,0.9731896203011274,0.9666666666666668,800,6,1
DERL2+ctrl,0.014928587,0.98772090868124,0.9964912280701754,800,6,1
TELO2+ctrl,0.2167102,0.7994833591710631,1.0,800,6,1
MRPL39+ctrl,0.17938979,0.9033790425455663,0.9368421052631579,800,6,1
MANF+ctrl,0.040859837,0.9849398821825162,0.9947368421052631,800,6,1
TARS+ctrl,0.36159098,0.8218940459191799,0.9719298245614034,800,6,1
TTI1+ctrl,0.21326733,0.9485932358074933,0.9649122807017543,800,6,1
SRP72+ctrl,0.015081151,0.9950532573566306,0.9982456140350877,800,6,1
SCYL1+ctrl,0.40913776,0.8781175063923001,0.9403508771929823,800,6,1
HYOU1+ctrl,0.09262439,0.9480229190085083,0.9964912280701754,800,6,1
TMED10+ctrl,0.022693418,0.9935635146975983,0.9982456140350877,800,6,1
CCND3+ctrl,0.3932797,0.9000849409494549,0.9578947368421052,800,6,1
COPB1+ctrl,0.040449727,0.9876775704324245,0.9954887218045112,800,6,1
CARS+ctrl,0.18861212,0.9900690019130707,0.856140350877193,800,6,1
SPCS2+ctrl,0.05112183,0.9845266402007837,1.0,800,6,1
BHLHE40+ctrl,0.9204559,0.23995886300690472,0.9508771929824561,800,7,1
HARS+ctrl,0.109458715,0.9827418085187674,0.9578947368421052,800,7,1
ATP5B+ctrl,0.0984122,0.9726656619459391,0.9666666666666668,800,7,1
DERL2+ctrl,0.015696494,0.9872852345260981,0.9964912280701754,800,7,1
TELO2+ctrl,0.22059342,0.7974431234761141,1.0,800,7,1
MRPL39+ctrl,0.18192635,0.9016559964220505,0.9350877192982456,800,7,1
MANF+ctrl,0.042778995,0.9849607552168891,0.9947368421052631,800,7,1
TARS+ctrl,0.36573452,0.8205367894843221,0.9719298245614034,800,7,1
TTI1+ctrl,0.21639358,0.9465103093534708,0.9649122807017543,800,7,1
SRP72+ctrl,0.016452525,0.9948768933827523,0.9982456140350877,800,7,1
SCYL1+ctrl,0.4182426,0.871486728079617,0.9403508771929823,800,7,1
HYOU1+ctrl,0.09527348,0.9459627894102596,0.9947368421052631,800,7,1
TMED10+ctrl,0.024268234,0.9935474033700302,0.9982456140350877,800,7,1
CCND3+ctrl,0.39998528,0.89842025260441,0.9578947368421052,800,7,1
COPB1+ctrl,0.039651748,0.9880858692340553,0.9954887218045112,800,7,1
CARS+ctrl,0.18504018,0.9903429970145226,0.856140350877193,800,7,1
SPCS2+ctrl,0.049564615,0.9840288289633463,1.0,800,7,1
BHLHE40+ctrl,0.9313332,0.19355596276000142,0.9508771929824561,800,8,1
HARS+ctrl,0.10981038,0.9830572372302413,0.9578947368421052,800,8,1
ATP5B+ctrl,0.095809154,0.9737511146813631,0.9666666666666668,800,8,1
DERL2+ctrl,0.014083782,0.9881097901961766,0.9964912280701754,800,8,1
TELO2+ctrl,0.21803516,0.7955389365597512,1.0,800,8,1
MRPL39+ctrl,0.1735883,0.9070297470898367,0.9403508771929823,800,8,1
MANF+ctrl,0.03925839,0.9851637327810749,0.9947368421052631,800,8,1
TARS+ctrl,0.3628319,0.8207862041890621,0.9719298245614034,800,8,1
TTI1+ctrl,0.21089981,0.948688814882189,0.9649122807017543,800,8,1
SRP72+ctrl,0.014331936,0.9948682134854607,0.9982456140350877,800,8,1
SCYL1+ctrl,0.40178668,0.8803765261545777,0.9421052631578948,800,8,1
HYOU1+ctrl,0.093506664,0.9477184865972959,0.9964912280701754,800,8,1
TMED10+ctrl,0.02040064,0.9942873130203225,0.9982456140350877,800,8,1
CCND3+ctrl,0.38778597,0.9059696255717427,0.9578947368421052,800,8,1
COPB1+ctrl,0.03819143,0.9883867963217199,0.9954887218045112,800,8,1
CARS+ctrl,0.18629627,0.990010648034513,0.856140350877193,800,8,1
SPCS2+ctrl,0.053002235,0.9834285622055177,1.0,800,8,1
BHLHE40+ctrl,0.9299314,0.19873296516016126,0.9526315789473684,800,9,1
HARS+ctrl,0.10903795,0.9833029350265861,0.9649122807017543,800,9,1
ATP5B+ctrl,0.09681852,0.9729978181421757,0.9666666666666668,800,9,1
DERL2+ctrl,0.014315571,0.9879505346552833,0.9964912280701754,800,9,1
TELO2+ctrl,0.2168219,0.7969988224231201,0.9982456140350877,800,9,1
MRPL39+ctrl,0.177627,0.9047519495070446,0.9368421052631579,800,9,1
MANF+ctrl,0.0396344,0.9849593181861565,0.9947368421052631,800,9,1
TARS+ctrl,0.36032224,0.822321942076087,0.9719298245614034,800,9,1
TTI1+ctrl,0.2119817,0.9482570097316056,0.9649122807017543,800,9,1
SRP72+ctrl,0.014014523,0.9950078802066855,0.9982456140350877,800,9,1
SCYL1+ctrl,0.40814143,0.8785905567929149,0.9403508771929823,800,9,1
HYOU1+ctrl,0.093925424,0.9477079215284903,0.9947368421052631,800,9,1
TMED10+ctrl,0.0214296,0.9936035298451316,0.9982456140350877,800,9,1
CCND3+ctrl,0.39005366,0.9022908646147698,0.9578947368421052,800,9,1
COPB1+ctrl,0.039821383,0.9878579783253372,0.9954887218045112,800,9,1
CARS+ctrl,0.1862222,0.9900563340634108,0.856140350877193,800,9,1
SPCS2+ctrl,0.05394065,0.9841077675919223,1.0,800,9,1
BHLHE40+ctrl,0.92918664,0.2049429235048592,0.9508771929824561,800,10,1
HARS+ctrl,0.10959397,0.9830949287861586,0.9578947368421052,800,10,1
ATP5B+ctrl,0.09465851,0.9731653118506074,0.9666666666666668,800,10,1
DERL2+ctrl,0.014811692,0.9875636301821942,0.9964912280701754,800,10,1
TELO2+ctrl,0.2218144,0.7944124472141993,1.0,800,10,1
MRPL39+ctrl,0.17491175,0.9055844654503744,0.9385964912280702,800,10,1
MANF+ctrl,0.040243644,0.9851173728238791,0.9947368421052631,800,10,1
TARS+ctrl,0.3628179,0.8227658970281482,0.9719298245614034,800,10,1
TTI1+ctrl,0.21049955,0.9494830325711519,0.9649122807017543,800,10,1
SRP72+ctrl,0.015360973,0.995034900988685,0.9982456140350877,800,10,1
SCYL1+ctrl,0.3961987,0.883418831974268,0.9385964912280702,800,10,1
HYOU1+ctrl,0.091514274,0.9480464939988451,0.9964912280701754,800,10,1
TMED10+ctrl,0.021541128,0.994236723287031,0.9982456140350877,800,10,1
CCND3+ctrl,0.3864171,0.9035592968575656,0.9578947368421052,800,10,1
COPB1+ctrl,0.038785033,0.9879660727456212,0.9954887218045112,800,10,1
CARS+ctrl,0.18897484,0.9896781574934721,0.856140350877193,800,10,1
SPCS2+ctrl,0.05028538,0.9841868792373134,1.0,800,10,1
BHLHE40+ctrl,0.9269433,0.21153714088723063,0.9508771929824561,900,1,1
HARS+ctrl,0.1086436,0.9828679300844669,0.9649122807017543,900,1,1
ATP5B+ctrl,0.0979321,0.9728509290143847,0.9666666666666668,900,1,1
DERL2+ctrl,0.014669843,0.9877039730736215,0.9964912280701754,900,1,1
TELO2+ctrl,0.2193603,0.7946966530735153,1.0,900,1,1
MRPL39+ctrl,0.1770003,0.9049432375468314,0.9368421052631579,900,1,1
MANF+ctrl,0.04036811,0.9850809866329655,0.9947368421052631,900,1,1
TARS+ctrl,0.3639161,0.8204891979694366,0.9719298245614034,900,1,1
TTI1+ctrl,0.21354431,0.9471016379538924,0.9649122807017543,900,1,1
SRP72+ctrl,0.014854431,0.9948734999925364,0.9982456140350877,900,1,1
SCYL1+ctrl,0.40742546,0.8780617164447904,0.943859649122807,900,1,1
HYOU1+ctrl,0.09448321,0.9470436628907919,0.9947368421052631,900,1,1
TMED10+ctrl,0.02153236,0.9940721852181014,0.9982456140350877,900,1,1
CCND3+ctrl,0.39373967,0.9026990479324013,0.9578947368421052,900,1,1
COPB1+ctrl,0.038177807,0.9885320924222469,0.9954887218045112,900,1,1
CARS+ctrl,0.18400806,0.9902518596500158,0.856140350877193,900,1,1
SPCS2+ctrl,0.053010467,0.9834322346105182,1.0,900,1,1
BHLHE40+ctrl,0.9304479,0.19646859250497073,0.9526315789473684,900,2,1
HARS+ctrl,0.11087944,0.9835739340633154,0.9649122807017543,900,2,1
ATP5B+ctrl,0.09911664,0.9737506965175271,0.9666666666666668,900,2,1
DERL2+ctrl,0.014055303,0.9884071224605577,0.9964912280701754,900,2,1
TELO2+ctrl,0.21538839,0.7977203010277663,0.9982456140350877,900,2,1
MRPL39+ctrl,0.17714255,0.9053927402419504,0.9368421052631579,900,2,1
MANF+ctrl,0.039777532,0.9847328392788768,0.9947368421052631,900,2,1
TARS+ctrl,0.35744306,0.8222323339432478,0.9719298245614034,900,2,1
TTI1+ctrl,0.21215247,0.9497685376554728,0.9649122807017543,900,2,1
SRP72+ctrl,0.014258781,0.9948403830931056,0.9982456140350877,900,2,1
SCYL1+ctrl,0.4128805,0.8778855726122856,0.9403508771929823,900,2,1
HYOU1+ctrl,0.09379905,0.9479708852304611,0.9947368421052631,900,2,1
TMED10+ctrl,0.021392083,0.9936535708256997,0.9982456140350877,900,2,1
CCND3+ctrl,0.38881856,0.9041017664130777,0.9578947368421052,900,2,1
COPB1+ctrl,0.041842114,0.9877212601713836,0.9954887218045112,900,2,1
CARS+ctrl,0.18894176,0.9901056429371238,0.856140350877193,900,2,1
SPCS2+ctrl,0.054279275,0.9843071786235669,1.0,900,2,1
BHLHE40+ctrl,0.93177617,0.1911293058656156,0.9508771929824561,900,3,1
HARS+ctrl,0.11030101,0.9836390763521194,0.9649122807017543,900,3,1
ATP5B+ctrl,0.09808585,0.973738101311028,0.9666666666666668,900,3,1
DERL2+ctrl,0.014163168,0.9882044512578432,0.9964912280701754,900,3,1
TELO2+ctrl,0.21498547,0.7983534723289267,0.9982456140350877,900,3,1
MRPL39+ctrl,0.17675798,0.9055035740602762,0.9368421052631579,900,3,1
MANF+ctrl,0.039688554,0.9849305339157581,0.9947368421052631,900,3,1
TARS+ctrl,0.35835138,0.8223843853920698,0.9719298245614034,900,3,1
TTI1+ctrl,0.21142648,0.9496437890920788,0.9649122807017543,900,3,1
SRP72+ctrl,0.01428975,0.994919060904067,0.9982456140350877,900,3,1
SCYL1+ctrl,0.41000652,0.8789627971127629,0.9403508771929823,900,3,1
HYOU1+ctrl,0.09322379,0.9481393804016989,0.9947368421052631,900,3,1
TMED10+ctrl,0.021260537,0.9937440583889838,0.9982456140350877,900,3,1
CCND3+ctrl,0.3874255,0.9045435329899192,0.9578947368421052,900,3,1
COPB1+ctrl,0.04125695,0.9877815628424287,0.9954887218045112,900,3,1
CARS+ctrl,0.18905276,0.9900010861456394,0.856140350877193,900,3,1
SPCS2+ctrl,0.053764053,0.9843549663819431,1.0,900,3,1
BHLHE40+ctrl,0.93074185,0.195701647317037,0.9508771929824561,900,4,1
HARS+ctrl,0.108239956,0.9831190146505833,0.9649122807017543,900,4,1
ATP5B+ctrl,0.097423166,0.9731620876118541,0.9666666666666668,900,4,1
DERL2+ctrl,0.014603182,0.9878142692286929,0.9964912280701754,900,4,1
TELO2+ctrl,0.22003385,0.7942160008997234,0.9982456140350877,900,4,1
MRPL39+ctrl,0.17612852,0.905234890175052,0.9368421052631579,900,4,1
MANF+ctrl,0.04017375,0.9852711529820226,0.9947368421052631,900,4,1
TARS+ctrl,0.36458525,0.8205105345696211,0.9719298245614034,900,4,1
TTI1+ctrl,0.21388635,0.946984900161624,0.9649122807017543,900,4,1
SRP72+ctrl,0.014927704,0.9948609458515421,0.9982456140350877,900,4,1
SCYL1+ctrl,0.40818942,0.8772611599415541,0.943859649122807,900,4,1
HYOU1+ctrl,0.09398696,0.9474236439855304,0.9947368421052631,900,4,1
TMED10+ctrl,0.021458004,0.9942673399345949,0.9982456140350877,900,4,1
CCND3+ctrl,0.39171618,0.9055409848224372,0.9578947368421052,900,4,1
COPB1+ctrl,0.038179353,0.9886978678405285,0.9954887218045112,900,4,1
CARS+ctrl,0.1842516,0.9902388602495193,0.856140350877193,900,4,1
SPCS2+ctrl,0.052782904,0.9834304918294947,1.0,900,4,1
BHLHE40+ctrl,0.92630005,0.21533407503739,0.9508771929824561,900,5,1
HARS+ctrl,0.11011287,0.9835376227274537,0.9649122807017543,900,5,1
ATP5B+ctrl,0.09728286,0.9727556211873889,0.9666666666666668,900,5,1
DERL2+ctrl,0.014305356,0.988104320992079,0.9964912280701754,900,5,1
TELO2+ctrl,0.21819666,0.7981102695493973,1.0,900,5,1
MRPL39+ctrl,0.17602949,0.9050778548698872,0.9368421052631579,900,5,1
MANF+ctrl,0.040815156,0.9850175742758438,0.9947368421052631,900,5,1
TARS+ctrl,0.36352432,0.8212668811902404,0.9719298245614034,900,5,1
TTI1+ctrl,0.21188611,0.948513207025826,0.9649122807017543,900,5,1
SRP72+ctrl,0.015353662,0.9948387951008044,0.9982456140350877,900,5,1
SCYL1+ctrl,0.40748724,0.8771966928616166,0.9385964912280702,900,5,1
HYOU1+ctrl,0.093318485,0.9474858337052865,0.9947368421052631,900,5,1
TMED10+ctrl,0.022496967,0.9937430676072836,0.9982456140350877,900,5,1
CCND3+ctrl,0.38827518,0.9031071555800736,0.9578947368421052,900,5,1
